Calibre,Projectile Type,Projectile Dimension,dia,Projectile Mass,Total Mass with Sabot,Petal Burst Pressure,Powder Mass,Actual Velocity,Expected Velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/Vol,Density,Moment of Inertia,cd,Sabot Length,Plate Material,Plate Thickness,Impact Angle,Kinetic Energy,Perforated
29 mm,A,13.49,13.49,12.46,14.66,65.92,1.07,1747.74,1695.04,ogive,type3,5.27,8.37,steel,0.588,743.95,2589.317,0.287,7800,0.1798,0.083,33.46,Aluminum,23.73,31.8,19030.13,0
40 mm,A,14.6,14.6,6.18,8.08,60.43,1.4,1304.15,1305.97,cylindrical,type2,5.89,12.75,tungsten,0.65,922.816,644.852,1.431,19300,0.3056,0.34,49.94,Aluminum,19.79,33.6,5255.49,0
40 mm,A,7.66,7.66,24.16,25.17,33.37,1.47,1668.71,1643.29,ogive,type2,14.06,13.38,tungsten,0.773,464.751,1806.134,0.257,19300,0.2013,0.193,95.7,Aluminum,19.95,44.6,33637.88,1
40 mm,C,5.56,5.56,24.89,26.6,50.79,6.74,1656.02,1736.17,ogive,type1,15.0,4.89,steel,0.331,316.371,2809.396,0.113,7800,0.4227,0.356,26.39,Steel,27.01,43.1,34129.2,1
29 mm,B,16.88,16.88,12.29,14.3,69.35,2.66,716.1,637.53,ogive,type1,3.87,6.39,aluminum,0.72,123.686,1448.39,0.085,2700,0.1751,0.132,20.35,Aluminum,5.25,11.1,3151.15,0
40 mm,C,7.51,7.51,23.88,25.82,71.62,3.3,991.32,933.25,cylindrical,type3,14.26,12.88,aluminum,0.667,545.642,1823.764,0.299,2700,0.4846,0.063,28.29,Steel,22.95,41.2,11733.62,0
40 mm,C,6.37,6.37,8.35,11.71,53.69,5.27,1070.61,1082.84,spherical,type2,11.19,3.17,steel,0.256,135.756,395.998,0.343,7800,0.3866,0.065,98.88,Titanium,19.14,39.8,4785.41,0
40 mm,C,19.06,19.06,8.09,9.23,51.37,5.09,1288.35,1314.42,cylindrical,type1,8.48,3.52,aluminum,0.441,103.847,1177.713,0.088,2700,0.3227,0.112,97.74,Aluminum,25.96,32.6,6714.08,0
29 mm,A,19.45,19.45,6.46,8.63,61.86,3.87,779.05,649.69,ogive,type3,14.41,8.23,aluminum,0.219,644.237,315.915,2.039,2700,0.3129,0.488,50.77,Aluminum,10.14,11.6,1960.35,0
29 mm,A,14.24,14.24,12.83,13.94,51.69,1.03,1127.86,1041.09,ogive,type2,11.28,12.27,steel,0.263,248.343,1802.654,0.138,7800,0.245,0.297,79.43,Aluminum,18.13,8.5,8160.32,0
40 mm,B,10.68,10.68,6.05,9.84,45.06,4.15,1596.1,1582.92,cylindrical,type3,9.72,6.37,tungsten,0.399,603.801,1853.328,0.326,19300,0.1084,0.393,78.87,Steel,8.19,19.6,7706.29,1
29 mm,B,17.5,17.5,12.89,16.26,25.13,6.17,890.51,958.31,spherical,type2,4.72,2.9,steel,0.37,616.17,2862.353,0.215,7800,0.466,0.531,27.99,Steel,21.48,1.8,5110.94,0
29 mm,C,8.07,8.07,7.77,11.72,27.56,2.65,1471.4,1565.79,cylindrical,type2,5.18,14.58,steel,0.83,751.455,1987.537,0.378,7800,0.418,0.167,38.81,Steel,24.09,12.8,8411.09,0
29 mm,A,11.44,11.44,19.61,23.34,65.62,5.96,1206.36,1185.64,ogive,type3,13.85,14.21,tungsten,0.826,444.816,208.352,2.135,19300,0.1539,0.529,91.12,Titanium,20.59,3.3,14269.26,0
40 mm,B,10.36,10.36,21.67,23.62,21.48,1.11,777.78,769.25,cylindrical,type3,4.8,10.47,aluminum,0.605,734.64,2533.056,0.29,2700,0.1488,0.46,33.26,Steel,18.87,23.6,6554.54,0
40 mm,A,18.69,18.69,18.76,21.83,23.14,7.36,895.11,853.27,cylindrical,type1,2.42,10.86,aluminum,0.715,429.369,1123.038,0.382,2700,0.2232,0.451,61.67,Steel,13.58,27.7,7515.46,0
29 mm,A,18.8,18.8,9.01,10.93,74.28,7.65,855.13,886.79,cylindrical,type3,5.46,14.14,tungsten,0.9,188.008,2199.961,0.085,19300,0.4053,0.529,39.53,Steel,20.99,5.0,3294.27,0
29 mm,A,14.76,14.76,20.34,24.0,62.24,1.02,1381.69,1458.12,spherical,type3,8.25,10.37,steel,0.487,378.991,939.28,0.403,7800,0.3013,0.119,64.61,Aluminum,27.49,39.3,19415.21,0
40 mm,A,6.66,6.66,9.99,12.22,20.25,4.2,796.06,858.86,spherical,type2,6.97,12.25,tungsten,0.566,106.811,2328.63,0.046,19300,0.3617,0.347,35.72,Aluminum,23.04,4.4,3165.39,0
40 mm,B,12.23,12.23,20.19,22.32,38.72,3.9,1605.35,1603.9,ogive,type1,14.17,8.03,tungsten,0.656,516.215,2796.974,0.185,19300,0.1025,0.316,37.26,Aluminum,5.57,17.8,26016.32,1
40 mm,B,8.68,8.68,16.35,20.09,65.8,6.89,1587.33,1545.4,spherical,type1,7.44,4.96,tungsten,0.844,766.28,422.093,1.815,19300,0.4695,0.415,23.74,Aluminum,17.72,22.5,20597.87,1
29 mm,B,18.27,18.27,12.33,15.84,45.06,4.79,788.07,788.48,ogive,type1,13.56,12.82,steel,0.758,806.273,1724.213,0.468,7800,0.1663,0.181,99.21,Aluminum,23.41,26.2,3828.8,0
40 mm,B,7.08,7.08,6.67,10.57,48.13,5.28,1677.02,1746.06,spherical,type1,9.73,10.9,tungsten,0.245,308.887,1713.126,0.18,19300,0.2276,0.12,29.05,Steel,17.6,14.4,9379.34,0
29 mm,C,5.81,5.81,21.55,22.75,47.53,2.42,1755.08,1735.05,cylindrical,type3,8.81,5.76,tungsten,0.699,195.079,1002.026,0.195,19300,0.4789,0.585,53.25,Steel,19.78,32.1,33190.3,1
40 mm,C,15.57,15.57,23.79,25.52,32.13,1.54,747.81,657.04,cylindrical,type3,4.08,10.1,steel,0.376,266.887,1156.688,0.231,7800,0.3932,0.306,53.4,Titanium,27.79,15.4,6651.92,0
29 mm,B,11.8,11.8,18.32,20.22,63.28,5.85,1745.36,1727.36,ogive,type2,5.52,12.61,steel,0.378,985.342,2093.25,0.471,7800,0.3044,0.178,44.29,Titanium,26.85,11.4,27903.94,1
29 mm,B,17.58,17.58,24.29,26.56,26.18,5.34,1007.41,993.46,ogive,type2,13.27,5.51,tungsten,0.583,380.892,1019.311,0.374,19300,0.4452,0.121,83.52,Steel,7.03,20.4,12325.66,1
29 mm,C,6.12,6.12,23.68,26.1,50.44,6.83,1431.24,1340.18,cylindrical,type3,12.14,11.99,steel,0.687,486.356,285.756,1.702,7800,0.1245,0.376,47.02,Titanium,17.76,5.1,24253.62,1
29 mm,C,17.02,17.02,8.89,10.76,30.2,6.91,892.3,903.9,cylindrical,type2,7.82,2.94,tungsten,0.311,168.064,2353.721,0.071,19300,0.1305,0.131,70.04,Titanium,20.56,43.5,3539.11,0
40 mm,A,5.56,5.56,19.62,22.99,22.79,5.42,1599.2,1624.5,ogive,type2,13.82,10.12,aluminum,0.42,810.397,1950.54,0.415,2700,0.1621,0.151,63.44,Titanium,26.3,24.8,25088.49,1
29 mm,C,5.42,5.42,11.99,13.66,28.59,4.77,1626.1,1719.09,cylindrical,type2,12.65,14.99,steel,0.701,503.641,901.274,0.559,7800,0.2058,0.574,89.12,Aluminum,11.64,6.5,15851.99,1
29 mm,A,11.92,11.92,14.75,17.84,72.16,7.4,1776.18,1709.56,spherical,type1,3.46,13.26,aluminum,0.306,178.658,2892.315,0.062,2700,0.3836,0.066,85.56,Aluminum,8.5,35.8,23266.76,1
29 mm,B,8.32,8.32,8.14,11.7,30.57,6.61,1791.79,1828.32,cylindrical,type1,9.88,13.38,tungsten,0.795,525.648,2715.598,0.194,19300,0.313,0.153,37.44,Aluminum,19.93,32.4,13066.78,0
40 mm,B,13.91,13.91,24.5,27.31,36.7,7.18,783.44,831.78,spherical,type2,12.38,10.84,aluminum,0.519,741.947,2900.252,0.256,2700,0.2704,0.419,80.01,Steel,16.69,19.4,7518.78,0
40 mm,B,5.39,5.39,19.52,21.58,28.29,7.97,1423.76,1449.74,cylindrical,type3,12.51,8.0,steel,0.61,525.734,1634.262,0.322,7800,0.413,0.169,83.41,Steel,11.44,44.3,19784.42,1
40 mm,A,5.53,5.53,10.34,11.9,64.13,3.82,1000.35,950.01,cylindrical,type1,3.19,10.8,tungsten,0.256,971.769,858.466,1.132,19300,0.2269,0.15,93.53,Aluminum,28.57,22.5,5173.62,0
40 mm,C,15.91,15.91,12.43,13.83,46.73,6.02,838.14,784.89,spherical,type1,4.92,6.18,aluminum,0.868,884.497,686.722,1.288,2700,0.1342,0.356,97.06,Aluminum,12.94,9.6,4365.9,0
40 mm,A,8.15,8.15,13.45,16.68,76.62,5.82,863.67,868.53,spherical,type1,7.37,9.19,tungsten,0.835,563.326,2855.866,0.197,19300,0.2587,0.433,78.96,Steel,6.38,35.6,5016.35,0
40 mm,A,14.85,14.85,19.95,22.36,59.86,2.22,1730.08,1734.59,ogive,type3,5.27,9.02,tungsten,0.333,946.457,2694.32,0.351,19300,0.4066,0.287,55.99,Aluminum,6.47,41.8,29856.94,1
29 mm,C,16.25,16.25,23.51,24.65,51.88,5.46,1452.01,1424.04,cylindrical,type2,3.42,9.07,aluminum,0.664,830.249,2274.625,0.365,2700,0.2896,0.48,43.44,Titanium,10.03,11.8,24783.45,1
40 mm,C,5.89,5.89,11.43,15.38,59.4,4.0,755.51,820.09,spherical,type2,10.17,7.36,tungsten,0.755,431.443,1629.442,0.265,19300,0.4909,0.498,89.17,Titanium,7.92,0.3,3262.1,0
40 mm,A,16.55,16.55,14.45,17.46,22.43,4.15,1782.65,1762.61,ogive,type2,8.6,6.59,steel,0.285,794.269,1276.341,0.622,7800,0.4425,0.393,93.24,Titanium,14.87,27.4,22959.9,1
40 mm,C,9.03,9.03,16.86,20.39,77.04,2.26,1588.59,1493.9,ogive,type1,4.01,6.29,tungsten,0.604,555.267,2169.646,0.256,19300,0.4164,0.368,27.8,Steel,7.01,33.0,21274.1,1
29 mm,C,10.84,10.84,12.87,15.18,77.39,6.21,1040.1,1028.9,ogive,type3,9.62,4.92,tungsten,0.795,585.201,226.681,2.582,19300,0.4093,0.499,64.35,Aluminum,19.03,11.7,6961.43,0
40 mm,A,6.3,6.3,15.08,18.95,36.57,5.89,1217.95,1241.96,ogive,type1,2.81,7.7,tungsten,0.555,568.559,1667.977,0.341,19300,0.3324,0.058,30.34,Aluminum,15.21,43.4,11184.85,0
29 mm,B,17.58,17.58,7.11,8.71,57.7,4.73,1499.23,1516.33,ogive,type1,6.98,3.53,tungsten,0.847,823.311,2100.247,0.392,19300,0.4605,0.331,40.13,Aluminum,19.95,7.5,7990.54,0
29 mm,B,13.41,13.41,8.35,9.91,32.11,2.1,1443.64,1460.35,cylindrical,type3,12.3,13.72,steel,0.233,926.717,2310.528,0.401,7800,0.3359,0.121,50.66,Titanium,29.73,36.1,8701.1,0
40 mm,A,12.57,12.57,13.02,16.69,52.85,4.9,1209.39,1284.09,spherical,type2,13.57,2.91,steel,0.843,387.566,1463.027,0.265,7800,0.249,0.172,44.89,Steel,29.8,39.4,9521.68,0
29 mm,A,19.53,19.53,23.3,26.98,66.25,1.7,1263.63,1207.89,ogive,type1,5.19,12.89,tungsten,0.884,677.729,2286.39,0.296,19300,0.1784,0.572,77.28,Aluminum,15.43,7.7,18602.26,1
29 mm,A,10.02,10.02,11.99,14.49,76.39,3.38,747.53,726.34,spherical,type2,13.17,5.14,steel,0.309,665.568,468.357,1.421,7800,0.4252,0.052,26.32,Titanium,14.18,22.6,3350.01,0
40 mm,A,18.36,18.36,10.0,11.38,40.35,3.61,1250.7,1327.95,spherical,type1,13.59,13.09,tungsten,0.502,898.748,853.169,1.053,19300,0.2485,0.219,69.1,Aluminum,22.04,1.3,7821.25,0
29 mm,B,15.8,15.8,19.86,21.78,61.61,7.18,1074.27,975.9,ogive,type3,9.89,11.36,steel,0.635,502.491,604.916,0.831,7800,0.4164,0.135,66.51,Aluminum,14.19,28.9,11459.78,0
40 mm,B,18.93,18.93,23.98,27.24,62.99,3.91,1013.56,1010.88,ogive,type3,14.77,13.97,aluminum,0.825,271.144,1151.546,0.235,2700,0.4932,0.364,82.98,Titanium,24.46,24.6,12317.37,0
29 mm,A,18.62,18.62,14.18,17.72,33.27,5.19,996.58,1058.03,cylindrical,type1,5.2,13.31,aluminum,0.312,282.777,1163.74,0.243,2700,0.2595,0.514,27.73,Steel,20.04,35.0,7041.59,0
29 mm,A,19.87,19.87,5.17,7.21,57.74,7.12,1413.84,1474.54,ogive,type2,2.9,11.11,aluminum,0.434,146.149,1247.031,0.117,2700,0.2363,0.265,46.61,Aluminum,9.99,22.6,5167.27,0
40 mm,A,6.98,6.98,18.76,19.94,59.33,3.98,1172.18,1205.19,ogive,type1,12.96,3.97,tungsten,0.759,190.656,1504.31,0.127,19300,0.168,0.51,75.77,Aluminum,15.37,15.9,12888.18,0
40 mm,C,16.94,16.94,13.3,16.3,65.84,7.19,1168.38,1202.65,ogive,type2,8.38,9.14,tungsten,0.487,371.098,1421.734,0.261,19300,0.2901,0.292,76.93,Steel,26.59,6.2,9077.99,0
29 mm,A,17.07,17.07,18.47,21.69,80.0,1.96,875.11,823.06,spherical,type1,6.5,6.42,aluminum,0.623,192.307,1573.321,0.122,2700,0.3616,0.55,55.97,Aluminum,18.83,2.3,7072.32,0
40 mm,C,14.67,14.67,10.55,12.82,22.41,3.55,1758.05,1826.71,cylindrical,type1,2.72,13.52,tungsten,0.592,883.982,2307.271,0.383,19300,0.2251,0.516,56.94,Titanium,22.75,23.8,16303.65,0
40 mm,B,9.18,9.18,5.05,7.8,32.14,1.66,946.32,886.32,spherical,type2,2.84,13.34,aluminum,0.881,425.817,597.647,0.712,2700,0.2943,0.148,97.2,Titanium,22.75,41.3,2261.19,0
29 mm,C,19.48,19.48,11.89,15.85,28.7,4.93,1146.72,1089.7,ogive,type3,3.18,6.08,steel,0.299,431.621,1181.978,0.365,7800,0.3148,0.537,46.1,Steel,17.05,34.5,7817.48,0
40 mm,B,8.07,8.07,19.1,20.83,29.27,7.7,909.23,928.62,spherical,type3,4.39,10.73,tungsten,0.864,781.756,200.378,3.901,19300,0.2101,0.156,32.01,Titanium,12.39,17.7,7894.98,0
29 mm,A,12.49,12.49,12.86,15.58,47.25,5.6,1473.46,1448.81,ogive,type1,14.62,6.4,aluminum,0.595,371.204,279.042,1.33,2700,0.1094,0.32,96.23,Titanium,19.91,44.3,13960.07,0
40 mm,B,12.82,12.82,9.38,12.21,72.71,5.38,1179.74,1190.07,spherical,type3,5.66,10.82,steel,0.833,743.664,1897.979,0.392,7800,0.1862,0.158,84.77,Titanium,7.83,8.3,6527.48,0
40 mm,A,7.43,7.43,14.28,16.93,46.92,2.95,1155.01,1176.55,cylindrical,type1,12.62,9.98,aluminum,0.283,840.181,2652.804,0.317,2700,0.4213,0.263,38.97,Steel,19.93,44.9,9525.1,0
40 mm,A,15.84,15.84,20.05,23.66,60.11,7.52,1662.6,1751.51,spherical,type3,2.25,8.64,steel,0.649,424.16,1056.547,0.401,7800,0.2112,0.592,88.58,Titanium,7.57,10.4,27711.49,1
40 mm,A,6.33,6.33,7.39,10.21,42.59,4.3,1535.43,1557.12,ogive,type1,6.18,13.42,tungsten,0.788,530.031,1325.308,0.4,19300,0.1055,0.471,40.18,Steel,27.54,7.6,8711.13,0
29 mm,A,15.4,15.4,18.84,21.36,39.18,2.87,1271.86,1240.93,cylindrical,type2,13.78,5.2,aluminum,0.751,390.006,787.654,0.495,2700,0.27,0.355,86.2,Steel,23.6,38.6,15238.05,0
29 mm,A,17.73,17.73,18.35,19.72,70.05,7.91,1215.45,1249.27,ogive,type1,4.41,12.37,tungsten,0.207,480.848,599.839,0.802,19300,0.373,0.565,70.29,Aluminum,9.53,21.1,13554.4,1
29 mm,A,10.24,10.24,12.41,15.52,59.33,3.96,1755.89,1714.3,spherical,type3,5.69,10.96,steel,0.517,622.672,2675.475,0.233,7800,0.401,0.248,58.61,Titanium,24.62,40.1,19130.94,0
40 mm,C,15.64,15.64,24.41,25.81,41.05,3.6,1752.11,1797.77,cylindrical,type1,12.74,5.66,steel,0.281,414.676,1801.936,0.23,7800,0.2656,0.145,94.25,Titanium,23.15,33.7,37468.0,1
40 mm,B,7.35,7.35,22.89,23.97,74.85,1.24,1475.25,1478.48,ogive,type3,3.58,7.48,aluminum,0.307,517.72,2173.649,0.238,2700,0.3287,0.506,84.75,Aluminum,23.21,7.1,24908.47,1
29 mm,B,17.69,17.69,11.32,13.79,49.91,2.25,1536.16,1556.19,ogive,type1,2.69,2.9,aluminum,0.694,546.601,2669.296,0.205,2700,0.3982,0.057,30.39,Steel,13.38,5.5,13356.4,1
40 mm,C,19.28,19.28,5.62,8.34,31.3,6.66,1689.0,1599.97,spherical,type2,14.56,9.77,steel,0.87,122.053,1847.501,0.066,7800,0.4557,0.493,76.45,Titanium,18.07,20.1,8016.15,0
40 mm,A,7.29,7.29,11.17,15.17,48.99,4.38,1760.74,1648.2,cylindrical,type1,7.26,13.54,aluminum,0.644,247.284,704.796,0.351,2700,0.356,0.062,83.16,Steel,19.64,25.3,17314.65,0
40 mm,B,15.38,15.38,9.09,12.23,60.48,7.68,790.5,715.43,cylindrical,type3,10.55,3.53,tungsten,0.272,587.237,2197.287,0.267,19300,0.3763,0.206,63.29,Titanium,14.42,19.0,2840.13,0
29 mm,C,12.59,12.59,15.95,19.5,42.03,1.59,1797.07,1884.36,cylindrical,type2,3.65,3.72,tungsten,0.371,102.386,2293.857,0.045,19300,0.1395,0.246,42.09,Steel,19.01,9.5,25754.95,1
40 mm,B,12.97,12.97,23.37,25.41,70.63,5.31,1473.32,1415.91,cylindrical,type3,4.86,8.17,aluminum,0.465,733.774,1359.056,0.54,2700,0.2682,0.225,38.76,Aluminum,11.1,9.8,25364.3,1
40 mm,B,15.6,15.6,22.41,24.94,51.99,6.04,1352.02,1388.64,spherical,type3,7.98,5.66,steel,0.288,914.918,1927.079,0.475,7800,0.4556,0.184,97.93,Steel,26.87,22.9,20482.27,0
29 mm,A,12.33,12.33,11.12,15.04,48.07,5.35,1154.48,1122.38,ogive,type2,10.78,5.6,steel,0.794,779.112,1556.74,0.5,7800,0.1643,0.109,54.94,Titanium,29.01,0.6,7410.5,0
29 mm,A,14.0,14.0,13.57,15.82,71.52,4.71,1070.03,1058.03,spherical,type1,5.81,10.3,tungsten,0.336,382.736,1132.398,0.338,19300,0.224,0.052,61.51,Steel,13.17,19.8,7768.58,0
29 mm,A,8.46,8.46,5.73,9.15,47.78,5.05,1584.63,1582.39,spherical,type1,13.5,7.33,tungsten,0.291,504.857,2082.765,0.242,19300,0.3712,0.476,67.85,Titanium,13.56,1.5,7194.16,0
29 mm,A,10.68,10.68,15.88,18.46,44.86,5.83,1419.88,1502.07,ogive,type1,12.15,12.98,aluminum,0.708,685.645,892.867,0.768,2700,0.4608,0.301,28.05,Titanium,10.41,39.3,16007.51,1
40 mm,C,17.98,17.98,6.27,7.94,26.22,7.04,920.78,950.01,ogive,type3,9.17,7.58,aluminum,0.289,712.393,1116.918,0.638,2700,0.1236,0.139,26.5,Steel,26.62,27.9,2657.97,0
40 mm,B,6.65,6.65,23.77,26.51,41.75,3.35,1370.9,1390.15,cylindrical,type3,7.97,10.0,aluminum,0.487,979.747,1335.929,0.733,2700,0.4482,0.095,35.85,Titanium,9.08,7.2,22336.27,1
40 mm,B,13.96,13.96,22.34,23.99,43.82,4.22,855.28,920.11,ogive,type2,10.05,7.17,steel,0.561,543.683,1920.937,0.283,7800,0.1881,0.203,25.23,Aluminum,24.97,34.6,8170.9,0
29 mm,C,7.76,7.76,9.28,10.29,30.84,5.45,1246.56,1214.9,cylindrical,type3,11.51,5.33,steel,0.256,324.581,2586.171,0.126,7800,0.4443,0.245,91.88,Steel,25.81,22.2,7210.15,0
40 mm,A,17.7,17.7,18.99,20.7,55.27,3.2,1341.8,1395.22,cylindrical,type1,3.75,8.13,tungsten,0.589,425.973,1921.767,0.222,19300,0.4557,0.304,31.84,Steel,12.91,23.0,17095.06,1
29 mm,A,13.69,13.69,16.36,17.94,28.63,2.25,1399.25,1444.32,spherical,type3,13.08,11.37,tungsten,0.536,930.199,2233.028,0.417,19300,0.4102,0.106,38.13,Steel,24.42,11.5,16015.63,0
40 mm,B,11.05,11.05,21.03,23.14,33.42,7.76,859.79,904.28,spherical,type2,8.36,14.39,steel,0.668,669.439,1019.44,0.657,7800,0.4695,0.589,62.98,Titanium,16.32,17.7,7773.1,0
29 mm,C,8.75,8.75,14.51,18.18,53.67,2.36,805.16,797.41,cylindrical,type1,14.16,2.55,steel,0.353,877.826,1844.762,0.476,7800,0.4845,0.198,91.7,Steel,13.71,39.5,4703.29,0
29 mm,B,11.55,11.55,8.84,11.0,36.14,2.63,984.58,962.71,cylindrical,type1,14.42,8.91,tungsten,0.45,751.677,490.785,1.532,19300,0.4701,0.293,23.92,Aluminum,27.33,6.6,4284.74,0
40 mm,C,19.36,19.36,17.8,21.34,58.38,5.33,1367.73,1324.24,ogive,type2,2.4,10.27,steel,0.662,968.887,1497.162,0.647,7800,0.3053,0.44,37.28,Aluminum,16.34,28.1,16649.1,1
29 mm,A,12.64,12.64,6.61,9.28,61.43,1.54,1724.85,1684.49,cylindrical,type2,7.0,3.11,steel,0.225,551.107,2131.661,0.259,7800,0.2855,0.221,77.39,Aluminum,6.38,9.8,9832.73,1
40 mm,C,12.04,12.04,16.69,17.71,38.08,1.24,1557.04,1511.19,ogive,type1,8.84,12.78,aluminum,0.281,954.915,703.223,1.358,2700,0.1421,0.095,61.53,Steel,20.86,20.0,20231.4,1
40 mm,A,16.19,16.19,9.25,10.82,25.24,1.45,1520.28,1538.62,cylindrical,type2,9.01,5.59,aluminum,0.398,897.301,2725.872,0.329,2700,0.1864,0.257,67.56,Aluminum,21.45,24.0,10689.54,0
40 mm,A,10.69,10.69,18.7,22.49,49.37,1.86,1063.26,1051.84,spherical,type1,12.69,13.37,steel,0.274,858.785,1368.14,0.628,7800,0.3609,0.354,21.36,Titanium,20.87,5.5,10570.38,0
40 mm,B,11.41,11.41,21.56,24.37,25.57,4.0,822.88,844.45,ogive,type3,3.83,9.18,steel,0.228,945.184,2079.197,0.455,7800,0.1509,0.513,89.34,Titanium,14.01,3.5,7299.48,0
29 mm,A,10.05,10.05,7.19,10.98,50.91,6.8,1681.13,1705.52,cylindrical,type2,10.09,3.98,aluminum,0.891,572.984,1515.705,0.378,2700,0.477,0.252,66.3,Steel,21.97,21.8,10160.18,0
40 mm,C,7.26,7.26,13.01,14.94,63.57,3.39,1250.94,1197.95,cylindrical,type1,14.25,11.61,aluminum,0.519,768.546,2250.323,0.342,2700,0.1908,0.539,86.75,Titanium,12.28,18.4,10179.35,0
29 mm,C,15.71,15.71,19.67,22.82,57.22,3.99,810.56,756.07,cylindrical,type2,14.96,4.04,tungsten,0.574,599.802,1836.049,0.327,19300,0.1352,0.35,97.1,Aluminum,16.61,41.4,6461.67,0
40 mm,B,18.1,18.1,8.27,11.59,46.9,5.2,1288.47,1277.04,spherical,type3,2.13,11.36,aluminum,0.378,798.635,543.203,1.47,2700,0.1941,0.445,78.57,Steel,10.42,31.4,6864.74,0
29 mm,A,18.58,18.58,16.33,20.26,76.75,3.12,1442.95,1404.19,cylindrical,type2,14.64,12.51,tungsten,0.205,787.377,2789.201,0.282,19300,0.1196,0.067,22.48,Titanium,20.33,40.4,17000.38,0
29 mm,A,18.21,18.21,18.44,19.49,26.1,4.03,1051.89,1007.87,cylindrical,type3,3.59,9.48,steel,0.726,782.564,2048.17,0.382,7800,0.1664,0.543,76.92,Titanium,25.26,41.8,10201.68,0
40 mm,B,11.78,11.78,12.1,15.96,72.8,3.7,710.17,794.95,cylindrical,type2,8.98,5.52,tungsten,0.707,485.604,1521.803,0.319,19300,0.3351,0.167,65.08,Steel,7.44,0.9,3051.27,0
29 mm,B,9.26,9.26,21.64,23.81,68.01,3.39,1383.77,1307.1,spherical,type3,5.2,7.69,aluminum,0.881,816.659,2094.494,0.39,2700,0.2157,0.229,28.28,Steel,5.68,39.6,20718.35,1
40 mm,C,14.57,14.57,15.21,18.72,45.18,3.72,744.11,845.26,cylindrical,type1,9.88,8.86,tungsten,0.215,888.84,930.509,0.955,19300,0.4205,0.338,41.63,Titanium,24.03,43.1,4210.89,0
40 mm,B,19.32,19.32,17.54,20.17,29.17,1.08,1176.07,1190.51,cylindrical,type1,2.48,10.66,aluminum,0.296,672.63,2353.09,0.286,2700,0.2619,0.578,33.51,Aluminum,13.07,20.4,12130.14,1
40 mm,A,15.91,15.91,7.82,10.51,29.35,7.2,1607.25,1656.56,cylindrical,type2,5.1,10.24,tungsten,0.698,509.188,1351.431,0.377,19300,0.3856,0.24,93.99,Titanium,13.1,28.6,10100.52,0
40 mm,A,12.42,12.42,5.46,7.54,75.31,7.84,1798.73,1842.15,spherical,type3,5.91,7.21,tungsten,0.431,867.923,2454.095,0.354,19300,0.3833,0.171,83.62,Aluminum,19.12,15.6,8832.72,0
40 mm,C,15.33,15.33,6.01,9.5,34.02,7.04,1107.33,1138.18,cylindrical,type3,13.9,11.86,steel,0.245,800.605,967.349,0.828,7800,0.1543,0.578,76.07,Steel,17.17,4.4,3684.67,0
29 mm,A,16.59,16.59,23.08,24.87,72.45,1.04,722.14,805.23,spherical,type3,9.59,12.03,aluminum,0.411,522.64,2412.784,0.217,2700,0.1226,0.495,81.07,Aluminum,8.04,11.8,6017.95,0
29 mm,C,18.79,18.79,22.65,25.13,50.2,6.26,1242.19,1188.07,cylindrical,type3,11.21,11.05,tungsten,0.261,621.882,2738.737,0.227,19300,0.4368,0.415,68.1,Titanium,24.01,3.6,17474.88,0
29 mm,A,16.45,16.45,21.15,23.83,47.7,5.01,1003.9,996.08,spherical,type2,10.79,5.54,tungsten,0.786,717.243,2946.298,0.243,19300,0.3803,0.275,88.42,Titanium,9.41,21.9,10657.65,1
40 mm,C,11.5,11.5,8.99,12.22,57.17,1.66,1682.05,1639.41,cylindrical,type1,7.1,8.1,tungsten,0.814,719.489,2374.788,0.303,19300,0.17,0.281,38.29,Aluminum,25.65,29.4,12717.67,0
29 mm,C,9.1,9.1,15.51,17.92,32.9,7.53,1482.65,1397.85,ogive,type3,2.18,7.63,steel,0.646,379.933,2171.237,0.175,7800,0.372,0.573,40.04,Titanium,24.11,0.2,17047.44,0
29 mm,B,12.5,12.5,20.92,23.96,45.7,6.43,1144.76,1111.7,ogive,type2,3.39,12.62,tungsten,0.47,363.423,1655.838,0.219,19300,0.2318,0.088,67.34,Steel,9.18,10.3,13707.57,1
29 mm,A,9.92,9.92,18.49,20.95,76.31,2.02,1538.23,1631.86,ogive,type1,7.96,12.51,aluminum,0.738,898.612,496.056,1.812,2700,0.1227,0.467,84.81,Steel,23.96,3.3,21875.07,1
29 mm,C,19.14,19.14,7.31,10.29,34.3,7.75,1075.33,1066.66,ogive,type1,14.24,13.26,tungsten,0.642,943.31,1767.591,0.534,19300,0.1915,0.381,86.86,Titanium,21.52,43.5,4226.4,0
29 mm,A,12.62,12.62,22.91,25.93,75.3,1.88,1273.94,1373.12,spherical,type3,5.23,5.01,aluminum,0.754,461.859,1777.108,0.26,2700,0.4023,0.583,98.1,Steel,29.55,36.1,18590.58,0
29 mm,B,12.08,12.08,8.21,11.34,79.65,4.18,1715.06,1819.35,cylindrical,type1,11.08,11.73,aluminum,0.558,922.039,381.255,2.418,2700,0.2563,0.357,80.98,Titanium,22.8,1.4,12074.57,0
29 mm,C,10.22,10.22,8.44,11.91,23.11,2.11,920.17,1069.93,cylindrical,type1,12.75,13.32,aluminum,0.871,523.623,2133.753,0.245,2700,0.3179,0.204,38.62,Titanium,14.76,36.6,3573.13,0
